tweet_id,sentiment,content
1961082612,hate,A thursday. Is that REALLY necessary ? Have u ever heard of school and horrible mums
1961082738,neutral,Sachie: YNA DOESN'T KNOW OUR PASSWORD YET
1961083074,sadness,Chroma Key coolness ... When are the cumulus seminars going online couldn't see the live feed here
1961083346,sadness,my film didn't come out the camera was broken. lamesauce.
1961084925,sadness,dammit i cant watch stadium music
1961085313,hate,"We waste way too much paper the office... for nothing worthy, that almost disgust me"
1961086177,love,Are you in Galbladia Garden? That shit is hard.
1961086361,relief,Just chillin'.. I'm a bit bored boohoo !
1961089735,neutral,is moving out of Nesbitt.
1961092699,worry,Moving makes me sore. Dunno if we are gonna make it! Its getting close!
1961093731,happiness,This is my anthem right now.... don't leave me high and dry. ?
1961094015,sadness,i feel like shit
1961097495,sadness,Got people don't let me skip sci pratical becos skola is impt and dont waste my parents money. Nt fair.
1961098214,sadness,my knees are sore after physio
1961098284,worry,"I hate having to put my toddler in a disposable, but her rash needs ointment. I hate her having a rash even worse."
1961099229,hate,im tweeting... this is so hard... i dont get it...
1961100965,hate,You look nothing like your Twitter avatar!
1961101555,worry,. Really I look like a boy!!! I need someone to do my hair!
1961102802,sadness,"I can't yet back, I've run out of texts! I'll ring you laters xoxo"
1961102863,worry,Tired with a headache me no like sunshine
1961103202,sadness,Got people don't let me skip sci pratical becos skola is impt and cannot waste my parents money. Nt fair.
1961104398,hate,hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone GA on my mind
1961104402,relief,Managed to finally get through to someone who had left a message earlier today. Old dog already put to sleep
1961104796,happiness,Finally on my way home
1961104874,happiness,"crap. have to break my &quot;no work in weekend&quot; rule so much overloaded with work. aargh, hate it!"
1961106141,relief,Finished Breaking Dawn last night. I managed to finish those 800 pages in 3 days. It was so good! I'm sad that I'm done w/ Twilight Saga
1961106228,neutral,Mï¿½y em mï¿½ torrent thï¿½ bï¿½ ch? trï¿½n nhï¿½ ?ang Thiï¿½n Long l?i ch?y xu?ng ?i?u tra
1961107438,sadness,Ordered a new computer! Unfortunately it won't get here until the end of June.
1961108829,neutral,Bad migrane and need to go to dancing tonight.... Not a good combination
1961109025,hate,i have geographie next and I HATE IT!!!!!!!
1961110682,sadness,well atm anyway i'm only managing cos i have no musical talent ps horrible thing to say bout rove
1961112642,relief,This week flew by. Want to go see Up soooo badly this weekend!
1961124830,sadness,I need to get back into daily tweeting. This hiatus sucks What also sucks is GSN interrupting shows while they're airing. &gt;_&lt;
1961125306,neutral,Cran-Grape for lunch
1961125914,neutral,"Gee I'm totally hatin' this , like for real ! I mean like, duh ! I've studied enough, and all that I need is refreshing tonite ! Hard ?"
1961128587,sadness,My job sucks!!!
1961129232,hate,I hate that I am so stinkin tired everyday! It's so hard to get up...I thought I was supposed to start getting energy back now.
1961132017,hate,fuck you tony
1961132614,sadness,Bummer was going to try and make it/ other commitments I'm afraid got into the way. Next time hopefully-
1961133834,relief,shopping is therapuetic and i'm all about bettering myself... i need financing for my therapy however
1961134360,worry,that's not good
1961135354,hate,"Is waiting, yet again. please, just let this to be over"
1961136154,worry,that and being so careless with her vocals.
1961136350,sadness,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!"
1961136541,sadness,My computer died
1961136714,sadness,The thought of splitting the estate is depressing of course! (KIDDING!) I don't like the thought of my parents dying
1961136959,sadness,I'm dead bored. but also dead poor! Student life is a piss take!
1961137047,neutral,We've got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.
1961138116,relief,has been playing Guitar hero to let of some steam.. you see.. Mr Unreliable has striked again! not funny
1961138211,sadness,Massive headache
1961140237,worry,its true...i can never be like never
1961140626,hate,Open office &quot;writer&quot; is weird. I need Word to open word documents correctly
1961140852,love,"oh noes, my puma hoodie is coming apart i love this thing!"
1961140938,neutral,I need to go to sleep before 4am tonight... ... So exhausted.
1961141509,worry,sad day... told my students this is my last year here... a lot of crying since..
1961142780,neutral,"Yes, it seems that way - page not found"
1961143292,sadness,OH. I am just so tired.
1961143641,relief,don't know yet.. no word... hopeful though!! and some good stuff happening lately so I'm getting excited!
1961144936,sadness,My poor phone is nekkid without its cover.
1961145215,neutral,Sorry I'm not using tweetdeck it's not letting me tweet today
1961146111,love,i realy wanted to go out cause its so nice but everybodys busy
1961147296,worry,"I'm always a little sad to see followers I really like, decide to unfollow me."
1961147782,sadness,Well thats that then. Exam failed and bsc gone
1961148964,neutral,beat? don't understand
1961149761,neutral,"Brilliant day today, got the car washed and got a washing done! Just have to go to work in an hour"
1961150307,worry,"According to , a quarter of families with children under six live in poverty."
1961150946,sadness,"No, it's annoying and makes us girls that follow sports and are knowledgable look dumb"
1961151587,worry,Yay playing a show tonight! Boo it's gonna soggy and I'm at work right before playing
1961152358,worry,LMAAAOOOOO that is horrible. Poor thing
1961152655,hate,Shower. Then back to bed. So sick still.
1961153858,hate,Weather sucks. APUSH filming has become a maybe At least banquet is tonight
1961171097,sadness,I need some cheering up
1961171858,sadness,soo tired.. still kinda angry that i missed the concert
1961172647,worry,Wasabi is recovering from surgery
1961172922,neutral,anymore
1961173273,sadness,what?! miley's gonna quit hannah montana?...i don't wanna believe it!
1961173792,hate,im grounded tonight i hate stupid silent mode
1961174215,hate,Then back to fucking school
1961174815,happiness,"Ok, I'm going outside...wish i was playing basketball oh well..."
1961174926,hate,"it's a modded 360, so you can't send it back? That Red Ring of Death sucks! It took weeks to get mine back from Microsoft."
1961175771,sadness,my blow torch has broken this is a REAL bummer
1961176385,worry,"So yeah, things aren't going so well for me. I'm getting to feel like I haven't felt in a long, long time."
1961176734,neutral,Admitting that I don't like action plots and I do like romance plots always makes me feel like I'm setting back the feminist cause.
1961176908,worry,"getting ready, waiting for cor, picking up josh, movies &amp; out to dinner - then trailer perhaps? baccck to work tomorrow"
1961176973,hate,My new car is already giving me problems That cant be a good sign.
1961179173,worry,one of the estate agents next door just caught me singing along to wham
1961180185,relief,oh no not difficult. It's just nuts that's how you have to market yourselves on home turf
1961181828,hate,: nou moe... stomme banken/crisis shit :S
1961184197,worry,"If I end up working in DC, GMU is on my &quot;short list&quot; for Masters No. 2. Started Sys Eng program in the 90's; never finished."
1961184231,hate,That link isn't working for me for some reason
1961184291,worry,Trying to get some work done not too happy about work situation
1961186643,sadness,Missin my boo
1961186781,neutral,So many wires to sort out
1961186788,hate,Just dropped my sistah off lax.
1961187863,hate,reeeaaaally... why though?? ew i hate stockings
1961188382,sadness,"is enjoying a yummy salad, but missing her avocado that's what happens when your husband does the grocery shop."
1961188627,happiness,"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I'm a stapler..."
1961189207,hate,has not finished the bio mols mind map stupid sheet hid sections from me on the back!
1961190120,hate,So booooored I learned this though! ????????
1961190230,relief,time for work!
1961190858,worry,It's 82 degrees and gorgeous out.. And I'm stuck in the library because I have a midterm in 2 hours.. so lame!!
1961192614,hate,Worst day ever. And its only noon.
1961194524,hate,i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!
1961194683,worry,fuck awake at 2 am ! i hate sickness
1961196357,worry,hope the presentation went well today?! tweet me if yr on campus tomorrow - I'll be around from lunch time onwards
1961212401,sadness,you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon
1961212767,hate,"I've been waiting about the same time to get in, its whenever they feel like it..."
1961212813,hate,Son of a bitch...my media thing that streams music from home isn't working again Why can't itunes play music from my iphone
1961213412,sadness,Too bad.
1961213849,worry,Just found out my Abuelo in Aguadilla is not doing well
1961214279,worry,Trying to get this swimmer's ear to go away!!
1961214593,sadness,RIP Michael
1961215208,hate,its not a starfleet one its not even a romulin one its like the random one i dont remember ha. and you cant wear it! lame
1961217445,neutral,"Dreaming of bacon waffles, with fresh butter and maple syrup and brewed coffee..."
1961218037,hate,lol... i've been in Bk for over a year... going on 2 and u haven't come yet!!!
1961218139,hate,"I told andrew that JT is going to cameo MTV movie awards. He said, &quot;he's pissing me off.&quot; guess they're in a fight"
1961219914,neutral,ACABOU!!!
1961220173,worry,its so sad! i wish i could stay longer! It the last time ill see you tonight better not wear my make up!
1961220241,sadness,Sad day in the office. Glad it's Friday. Like to get away from this for a while. Poor co-worker just lost her son.
1961220568,hate,"Frustrating when u r in the mood, but your partner is at work. Ugh!"
1961222597,sadness,"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !"
1961222929,worry,i'm soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! &gt;.&lt; help me!
1961225081,hate,"....what did she EVER do to piss them off? I thought you just meant casting-related wank, not more of that crap."
1961225337,hate,Last Friday of Highschool...that's intense! One more test to go...economics. Ewww man!
1961225397,relief,Crap. Now you have to cover the whole purse with those so it looks like a pattern.
1961227194,hate,Ugh i hate not having my car!! i miss you my little ford focus!!!
1961235234,love,"aww twiter i miss you.. today i'll post a little more.. i mea, after the movie theater..ahah soo coold here"
1961236014,neutral,- Just took this for class just 5 minutes ago its awsome being here too bad i graduate next year
1961236510,worry,lamentablemente paso
1961237668,happiness,"LOL she is okay, its just he songs are so catchy they get stuck in my head"
1961238151,hate,i'm getting ready for tonight (teachers dinner on the beach!) but it's raining and i hate this!
1961238727,happiness,Back in Manchester. Whats with the weather? Sweaty
1961238907,neutral,what's wrong with dressing in fifties fashion?
1961239049,relief,"I know dude, i'm doing re-runs, making Jenny watch them now too so we can have conversations LOL. Haven't been online much"
1961239404,hate,French isn't meant to be taught to asians
1961240344,happiness,Finally left the house! It's gloomy outside.
1961241583,hate,"Damn, need to replace MacBook display. CHF 670 for work and hardware - almost half of the MB price"
1961244742,neutral,Why is it going to be anti-social?
1961246006,hate,So I got the day off cuz I had hundreds of things to do....then I woke up with a f*ckin migrane...there goes my day in bed
1961247733,worry,I do not feel good
1961247981,hate,yeah that is the one thing i hate about tweetdeck
1961248597,love,changos el link no me sirve mta
1961249166,hate,Just look this hellacious desk...good grief
1961249586,neutral,*yawn* At a hotel. Moving tomorrow
1961252266,hate,I hate hiccups
1961253361,happiness,miss chatting with you
1961253585,neutral,....if you see Christoph please tell his lunch was packed this morning and he left it in the fridge
1961257112,hate,hates putting in new contacts
1961257170,love,"OMG...thank you so much for sending that, I hadn't seen yet. So loving the new Phoenix, too bad they're not coming to Seattle"
1961257565,happiness,Nt able to follow anyone friendorfollow.com here i come!!!
1961258392,worry,Drunkduck misspelled &quot;Buinne&quot; for the announcement of the twenty-fifth page. I'm very sad.
1961261937,happiness,Hallooo bayern!hallooo stau!
1961262584,neutral,"actually, web works fine. tweetdeck keeps crashing i'm in NJ today avoiding nascar"
1961263203,sadness,Head ache Tom's call time is really early because the shows will start at 2:30PM. Recovered like 150+ photos already... 700 more to go!
1961263656,happiness,thank you! I'm still not even close to what I had as
1961264051,neutral,Pissed that my bluetooth headset's battery out lasted my cell's battery... Gg moto q.
1961264123,sadness,"Ten hours ago, I was was sleeping, sorry."
1961264801,worry,I blame you for 1/2 price Fridays replacing Free Book Fridays. They don't want you doing anymore.
1961267581,neutral,Please don't forget us
1961268137,sadness,I really miss my phone i cant wait till my new one comes
1961268658,sadness,"Stop it, you are makin' me sad"
1961269392,hate,English exam! Bleh i hate vocab
1961276691,hate,"Holy crap...Sharapova is taking a beating from an unseeded qualifier...ok, o back to doubles!"
1961280999,happiness,My Degree [Tear] happy moment!
1961281798,worry,"I think i have same disorder, stay up al night 4 no reason n sleep al day !! SUUUKS"
1961281804,happiness,"i'm sorry you aren't feeling too good, mama I'm heading up today 4, i'll be calling you .."
1961282406,happiness,":3, Youtube loves my HD videos well maybe."
1961282497,hate,- ughhh!!! have to go back there tonight
1961284163,love,philly was soooo fun. im trying to come to sea isle asap. im working alot the next two weeks tho b/c alot of peole asked off
1961284750,sadness,"So, just pointed out to me that she has not been able to be involved in this convo for lack an iPhone"
1961284984,hate,"Today i Know, My Life Is Empty... Thats sad but real!!"
1961285420,hate,my keys were cracking and crap. I kind of miss my old phone already.
1961287379,sadness,"It's ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all"
1961289110,happiness,finally got out of a 12 km traffic jam. we'll probably not be able to make it in time for a few laps tonight
1961294273,worry,ger my foot is killing me and i miss my matthew
1961294895,sadness,so freaking tired. It's like my body refuses to move.
1961295249,hate,Too hot. Station isn't packed but train packed. No windows open on train. Roasted sardines.
1961295754,worry,I wish the weather would be slightly less rainy so I could use the hot tub.
1961296117,happiness,"Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn't convince Diamond, nothing will."
1961296442,hate,"Haha k we should stop here. If not, it's going to turn into a bitching section. Ohwell, my parents just came home"
1961296484,relief,My ipod has taken it's last breath... Im truly devastated. I have lost my public transportation companion
1961298167,happiness,I know but this sub is sooooo good
1961298383,relief,"Praise the advantages of todays copy protection: can not run my fresh installed 3D app, since the licensing system donï¿½t let me."
1961363072,sadness,not long in from sunbathing and burnt
1961363292,sadness,"I've had a fever for the past 48 hours. You should see me. I'm unshaven, puffy face and look pathetic!"
1961365086,relief,Going off BC is making me break out.
1961365538,worry,"chilling on the sofa, I hate vaccinations, I feel sooo ill"
1961369306,happiness,omg a roach was in my room for the first time ever in this apartment today. I hope I don't have Patricia luck next
1961370844,relief,Has finally finished emulsioning the bathroom. Now for gloss work
1961375203,neutral,My 70-200mm lens hood fell in the -sea
1961375715,happiness,"Oh great, Radio Disney doesn't crash with the latest webkit, so my kid can run it again. HEY WAIT."
1961376644,worry,Phooey! They've planned CAMPING for my class reunion. I. Hate. Camping. ...and being the only single girl left from my graduating class.
1961376747,neutral,that sucks mama
1961377689,love,"and Em, my baby, starts kindergarten. What a crazy summer it's going to be."
1961378101,hate,"grr! i hate being damn near forced to go places. especially to sit on a bus for an entire day just to sit in a house in podunktown, va"
1961378231,worry,that sucks - I'm still hungry and sucked down my food.
1961408948,relief,Actually I'm really missing Fabian Which is pretty sad since i talked to him like... 2 hours ago! Gosh time flies when you miss someone.
1961409415,sadness,"Ben &amp; Jerry's fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message"
1961413646,neutral,"yes, i found you! come to greenville. perfect weekend for pictures and no sidekick to go shooting with"
1961415193,worry,Anxious for my dance recital tonorrow at UP :/ Groove Central will be miiiiissed Coach Mycs! Loveyouuuu!
1961417007,hate,My TweetDeck is languishing in API Hell. Again.
1961417762,neutral,Eww town fair tire smells horrible. Its making me sick
1961418607,worry,I have a bird living with me. So I have to find other ways to kill these damn things beside the exterminator. it sucks
1961418669,sadness,I hate it when my sweetie has a bad day
1961418694,sadness,"ikr? my parents take the cake tho, they don't grocery shop and they go out to eat all the time just them 2..."
1961420714,sadness,"Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful."
1961420977,sadness,and I'm not getting another one ... There's only 1 alfie
1961423330,hate,u guys are soo unfair smh...
1961423828,worry,I haven't talked to you since the last day of school! that's no right.
1961424200,sadness,Evermore &amp; End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow. details to follow later
1961424843,love,Hey! Wanted to confirm we're still meeting at Rivoli 6pm? I can only stay for an hour and a bit
1961426774,hate,"Oh god, a moth was living in a fucking power outlet! (Actually, my PowerSquid.)"
1961427916,hate,me too. I hate my computer so much..
1961427963,relief,"I think that boat sailed my friend... The few CCO's that had them, had them months ago.... I wish you luck though..."
1961431194,hate,so much for an amazing day...some pervert just ruined it
1961431402,sadness,"It's 12:30AM, stopped tweeting, my brain's not functioning. I wanna cry. Haha. Philippines tour, please? Love ya!"
1961431769,neutral,"I'm a giver, and life rewards the takers. We givers make takers possible, but we get no appreciation for what we do--we just get taken."
1961431798,neutral,Seriously. I dont like girls.
1961432262,worry,"I don't think I am, my sisters refusn to get me a ticket now. what you doing next week?"
1961433491,love,NOOOO!!! &quot;thehannabeth: i have a crush... ;)&quot;
1961433852,relief,"I know It was worth a shot, though!"
1961435872,sadness,and Radio X 96.1 is going all sports next month. Radio is dead.
1961436694,neutral,Your DM never sent
1961436807,sadness,(sigh) guess we're not gonna meet up today.
1961438666,worry,"6:29 pm - ok, let's go now through but first.. a break :-0 aargh.. tired"
1961439053,relief,hey! chutti was very tiring.. and have to travel again tomo how was your Friday?
1961440619,worry,"and what about me, huh? I'm crying. Did U forget me?"
1961449910,sadness,im not a doofus it could happen wahhh!!! :'(!!!!!!!!!! im on my break!!
1961452189,worry,"; Re: Home - that's exactly what I meant... home in D-town. ;) Also, re: computer... uh... I brokt it..."
1961452439,sadness,Blah to car repairs... almost 600 dollars... Shopping around for a better deal.
1961452997,neutral,I dont have one here - dunno if my mom ever had one or not -
1961453470,sadness,my apartment is emptying out more &amp; more each day.. so sad.. last week at 2000
1961455862,hate,my feet are cold.....i hate when my feet get cold
1961457302,love,another song that makes me cry and cry all day and night long.
1961459524,hate,"my zoids torrent crashed after 8 hours of downloading. it was only 6% done at that time, because apparently i'm the only zoids fan ever."
1961462777,hate,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!"
1961462869,sadness,How do you forgive yourself for hurting the one you love the most?
1961463912,worry,I did.'t Get tht.
1961465481,sadness,last day off... back to work tomorrow
1961473830,neutral,you Wish that would have been your tweet after you followed me.
1961474488,sadness,Is not a happy bunny
1961475231,worry,im so stressed out. will anything get any better *sigh*
1961475682,neutral,Dang I should have stuck with him in my fantasty picks
1961476247,hate,projects suck
1961476298,relief,"Walking the puppies downtown. Also, mystery of missing cat solved: he hid himself in the basement for nearly two days."
1961477216,sadness,fï¿½hlt sich ganz so an
1961478547,sadness,I MISS U
1961480057,hate,And my basketball is flat and there was a massive spider in my pavement chalks Now the sun has gone in. FML.
1961480375,worry,why do I always wake up ONE minute before my alarm is scheduled to go off??
1961480516,sadness,being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.
1961480778,love,im following you! im following you! im sorry! ahhahah i missed you!
1961481177,worry,Okay so I'm dedicating my 300th tweet to the fact that I'm going to the Apple store because there is a HUGE crack on the glass screen!
1961481653,sadness,"Tom , today my school played POV at the break , and I almost cryed ! your show in sao paulo is today ! I wish i could be there!"
1961483427,hate,"if I do that, I'll have no pc"
1961484906,worry,back to work tomoo day 1 of 5 it will bee.
1961484917,hate,having a reli gd holiday .. buh now have to revise x
1961485797,hate,what's up? what happened? DM me if you need to. TXT on my phone is defunk'd
1961486575,neutral,Your STFU E3 list link is broke
1961487135,sadness,sooo tired of this cubicle
1961487855,sadness,"when i cheered,i yelled SHAKE THESE at the end of a chant and did the suck it &quot;X&quot; and got suspended &amp; had to give a public apology,lol"
1961489344,relief,i am leaving soon for Kansas City to take some of my stuff. Only 8 days of living in Carthage left.
1961489372,hate,"Hello!Im back andIm drunk, and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp"
1961490023,sadness,Will miss my baby for 2 days
1961491871,hate,Jealousy makes u into a different person ... I freakin hate being this way gotta suck it up I guess
1961491975,sadness,"I'm so tired idk what 2 do...and I have 2 much 2 do ...church 2 nite, gotta write sermon, wash &amp; flat iron hair, eat! so so much 2 do"
1961493805,relief,i know but the weather's clearing and suppose to be nice sat and sun
1961499417,happiness,"you mean the post concert blues ;) *lol* Well, I soooo know what you mean ..."
1961501072,sadness,Legs are hurting because I was standing up all day.
1961502333,happiness,Just found out my baby cousin is gonna be a dad!!!! At least he's married already. Everybody is getting married and having kids before me
1961502646,hate,Had the hottest and stressiest day at work f the area manager. So happy to be going home!
1961503481,hate,man that sucks.
1961503862,worry,"I cant take any chances on them being sold out, when they were in ATX I waited to long."
1961504617,love,Sick Right now very thankful for my chicken soup and my bed!
1961516879,hate,its awful. Xxxx
1961517040,worry,ahh when i was there it was closed
1961517732,sadness,": ne, muss noch 2 Woche warten"
1961519382,sadness,Super pumped to do the &quot;Relay for Life&quot; tonite. I am walking in honor of my sweet Grandpa '06 and my Uncle Howard who past just yesterday
1961519659,worry,"'s throat is killing her... and she's whining, great."
1961519878,worry,editting crap on here in school is a drag. i give up lol ill do it at home. i wanna go home T-T my vida is so boring right now
1961522537,love,"turns 26 on june 22. no more a youth shelton for my bday is going to snag me a piece of mancandy. miss u everyday, my hot chocolate &lt;3."
1961523185,sadness,I have a feeling today is going to be very boring ! Work 3 till 9:30
1961524549,love,"Going home but when i get home , BLACK BERRY ! WOO HOO . . . and get to see presten ! &lt;3"
1961524962,hate,oh i hate friday evening.
1961526416,hate,"Oh, I forget things you see. Ahah. I hated that! It creeped me out."
1961526739,relief,You gave me the inspiration for my last update.
1961528406,neutral,u wack put a swimsuit on and regular pants at least
1961535403,happiness,New baby doing well. I will be attempting to do some more &quot;painting&quot; this weekend.
1961536131,hate,I'm still at work
1961536675,sadness,"has the urge to go shopping.hmmm but i've got no money,how?"
1961537559,hate,omg you guys will know when I'm getting nasty!! My head hurts
1961537936,worry,everyone's abandoning the office... I still have 5 hours to go
1961538319,hate,Waiting in a long line at chick-fil-a
1961539060,hate,I need a blankie this trains an icebox
1961539670,sadness,i love you. don't leave me!
1961539858,hate,Came home after getting ratty in a shop with the staff and a blister on the foot. Meh
1961541199,relief,Went to get my car inspection sticker got gigantic red R one. Just keep piling it on. I can take it. Don't worry about me. I'll be ok.
1961541251,sadness,my tummy hurts
1961541824,worry,I'm so lost without my laptop. And no break again for me today. Made even worse that the 2 big bosses of skipton showed up today
1961542599,love,wish i can be with her every day
1961542751,relief,ano pa bang aasahan ko sa iyo? you never fail to FAIL me.
1961543667,hate,Flip flops are a menace! I've cut one of my feet Ouchies.
1961543703,love,weekend!! even though I have work
1961544354,happiness,": aoh is one of the best bands. they played my frosh, i was stoked. i have to work tonight, or else i'd totally be there!"
1961544410,relief,The best I could do for proof of the crack LOL
1961545163,hate,That sucks.
1961545768,neutral,grr...everytime he gets a new girlfriend..I'm at the bottom of the totem pole
1961545984,sadness,I have been sick for like 5 days now...
1961546996,hate,Just here at work........just got out of a meeting with my staff.... I had to be the big bad boss today.
1961548488,hate,why the hell is it raining!! i hate the rain.
1961551795,sadness,I agree 100^%! It's a great day! If only I had a window to see it...
1961553069,worry,"gonna have to eat something, I feel so horrid. I need a hug!"
1961554177,neutral,needs some snuggle time.... but has to get through the work day first. Boo.
1961554830,happiness,"Just got done working with Nate today...got another 100%! Yippee!! He's going on vacation next week, so I have to brave Calc on my own."
1961555728,worry,"I'm not donating sweetie, I was at the doctor."
1961556157,sadness,"ahhhh.same here with Geometry, like i said b4, if i didn't have it, i would be graduated!! so i feel ur pain hun!"
1961557844,sadness,I can't comment directly to someone...... and I'm here all alone
1961559246,worry,Oh my goodness! How AWFUL
1961564683,sadness,Manchester was wayyyyy to busy! so warm today also! :'(
1961565375,sadness,"i lost friends, when i didnt do anything"
1961565397,worry,WHAT'S UP MY HOMIEEEEEEEEEEE ???? I MISS YOU LIVE LAST NIGHT I HOPE YOUR ON TONIGHT . I WILL HIT YOU UP CUTIE
1961565589,sadness,Day off with nothing to do
1961568092,hate,"ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again"
1961568160,hate,Twenty minutes on a fucking call you would think that the person would mention there is already a trouble ticket investigating the issue
1961569804,sadness,"I kno I'm behind the times on this one, but I just learned that Troy &quot;t-bag&quot; Dixon died back on dec. 8th 2008. RIP Troy."
1961571872,hate,"Oh, I'm so sorry. I feel your pain. I can't kill them either, and I'm always the one that finds them. Why is that?"
1961572254,worry,Damn
1961572475,worry,aww me sry that was me yesterday ....
1961572690,hate,ahh I hate being sick Watching atonement! and sleeping
1961572924,hate,I hate June gloom. I was getting so excited for the beach.
1961573267,hate,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet.
1961573888,sadness,At work my head hurts a little due to my neck! I hate when I sleep wrong!
1961573986,worry,lol thanks!there scary to wear though
1961577119,hate,God I HATE scary movies. They are not fun at all. I'm such a wimpy.
1961577146,worry,Bummed about the maxi dresses! I think they're so cute for summer but I'm only 5'4&quot;!
1961577366,sadness,shit that is awful... could not believe it at first... so sad
1961577484,worry,haha! sorry to hear that
1961577683,hate,"ebay should just die! after not using my account for 4 years, i cant unlock it. and their support is dead, aka: auto-hello-scripts"
1961578052,relief,heading to Sam Adams Brewery... but can't sample it when I get there
1961607424,worry,u just got me real excited cause i thought teniece was on twitter...
1961607941,hate,this is a travesty
1961608352,hate,6 freakin days!! Just a thought...what would I have to look forward to after this?
1961609116,worry,Hows that possible? No rain forecast for Pinkpop? And I have no ticket
1961609340,worry,"Oh god, that's terrible."
1961609602,sadness,My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows XP I want a Mac...
1961612597,love,"Yeah, I'm not really feeling it either. Of course, I don't like the movie line, I wish that we were getting more Animated."
1961612662,hate,"left school just now. my new dress broke, the strap ripped off"
1961613749,hate,Got the keys to my new flat - gorgeous weather for weekend - and i'm spending it &quot;PACKING&quot;
1961615004,relief,"am planning on going to sleep early, too tired to do any work"
1961615984,worry,- I miss my babyyy
1961616327,worry,WORKK! yay
1961618101,neutral,So you're the reason I can't get a BoC
1961619276,hate,"I am up, and having to deal with another rainy day What the hell happened to summer, its so freakin cold!"
1961619840,neutral,Aww just read your tweet. I'm not sure about later either (work too) feel it for us
1961642611,sadness,"Brother is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I'm sure"
1961645575,hate,Just got to work Today is going to be another long ass day!
1961646246,sadness,dis damn usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite
1961646645,sadness,Im so very sad that i am at work today and cant win tickets
1961647925,hate,Walking to class. I hate not having a bike....especially mine.
1961648516,relief,the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck... haha
1961648818,hate,I love it. Tell me it didn't match my shirt perfectly. Can you just not move PLEASE? What am I supposed to do without you?
1961651729,happiness,Jared's wearing a green shirt? *SPARKLY EYES* YEE!! I hear is highly disorganized hang in there!
1961655423,sadness,"Beer, garden, IPOD, Friday night, shame I've got to work tomorrow"
1961656372,neutral,Is revisingg
1961656738,relief,seen that! hopefully ebay replacement will work for you! but take it to bits anyway! lol
1961656746,relief,working my way through this casualties discography. have to pull weeds later ...
1961657380,worry,"Hour fifteen drive. Just left, bored and ate half my food already"
1961659710,neutral,resorted to eating Mickey Ds ALONE.
1961687039,hate,I'm drawning in emails
1961687610,sadness,it didnt - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec
1961689749,worry,Have you guys heard about the flu that's been going around? Swine Flu? Hope you guys are safe There've been deaths already. :-S
1961690574,sadness,R.I.P. Sammie the Cat
1961690590,happiness,Ha Ha thanks Tom! I'm such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen? x
1961692145,relief,"yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches"
1961692427,hate,"I had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!"
1961694319,happiness,"haha yeah this is improving my nite big time!! i have to make a skype call soon tho, so will have to tear myself away.."
1961697141,love,"Maaaaaan what a lovely day, shame that the ice-cream man near our workplace decided there was business elsewhere before we got a 99"
1961700867,hate,last night in cork and come tomorrow i wont even remember it... double sad face haha... in the words on lily allen.. NOT FAIR!
1961701176,sadness,"I have never had a Starbucks coffee in my entire life, people keep making me jealous"
1961701783,worry,Momma martini went food shopping without me!!!!
1961702116,hate,Grrr..stupid internet connection ruined a great scrabble game
1961738516,worry,My whole body back pain treatment and detox starts Monday. Not looking forward to a summer of hot yoga and healthy food.
1961738862,relief,is sooo close to finishing her exams role on monday and i will have my life back.
1961741398,neutral,
1961742642,hate,Geez I'm hating bein at work till 10 on a day like this I feel like its a wasted lovley day
1961744462,worry,exhausted and sick... my face is greenish
1961744515,worry,"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack"
